DB ID,Groups,Measure Title,Detail Measure - CTP,Short Definition - CTP,Long Definition - CTP,Operation Description - CTP,Exclusions - CTP,Availability - CTP,Sources - CTP,Footnotes - CTP,Format - CTP,Calculation - CTP,Variable - CTP,Unknown Expression 1 - CTP,Unknown Expression 2 - CTP,Allowable Tags - CTP,Expression 1 - CTP,Expression 2 - CTP,Filter Classes - CTP,Charging Stage - CTP,Date Stage - CTP,Felony / Misdemeanor - CTP,Include Standard Severities - CTP,Units - CTP,Numerator Description - CTP,Denominator Description - CTP,Related Measures - CTP
113,"Performance, Companion: 13",Convictions with Unknown Disposition Method,,,,,,"(1,2,3)CA113: AVAILABLE",,,,,,,,"OK, INSUFFICIENT_DATA, MISSINGNESS, BIAS, CALCULATION",,,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Conviction,Disposition,,,,,,
118,"Performance, Companion: 18",Drug Courts,,Measures the number of drug and hybrid DWI/drug courts available in the state in 2012.,There are many factors that could affect a county's results on this Measure. The data presented here are intended to show general patterns and to highlight areas that might need further investigation.,Number of drug and hybrid DWI/drug courts in the state.,,"(1,2,3)CA113: AVAILABLE",,,Quantity,AGGREGATE,@TotDrgHybridCrts,,,"OK, INSUFFICIENT_DATA, MISSINGNESS, BIAS, CALCULATION",,,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",,,,,"Court, Courts",,,
119,"Performance, Companion: 19",Cases Involving a Guilty Plea as Charged,,Measures the percentage of [CohortStYr] cases where the defendant pleaded guilty to all the charges filed by the prosecutor.,There are many factors that could affect a county's results on this Measure. The data presented here are intended to show general patterns and to highlight areas that might need further investigation.,Number of cases where the defendant pleaded guilty to all the charges filed by the prosecutor divided by number of cases disposed of by a guilty plea.,Cases declined for prosecution; open cases or cases with unknown disposition at the time of data extraction; cases with pretrial diversion; cases dismissed; cases where the defendant was acquitted at trial; cases where the defendant was found guilty at trial; cases where the defendant was guilty but the method of disposition (i.e. plea or trial) is unknown; and cases transferred to another jurisdiction.,"(1,2,3)CA113: AVAILABLE",,,,,CaseDisposition,CaseDisposition=-999,CaseDisposition != -777 AND CaseDisposition != -888,"OK, INSUFFICIENT_DATA, MISSINGNESS, BIAS, CALCULATION",Prosecuted=1 AND CaseDisposition=5 AND CnvctnChrgStatus=0 AND GltyAllChrgs=1,Prosecuted=1 AND CaseDisposition=5 AND CnvctnChrgStatus>-777 AND GltyAllChrgs>-777,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Conviction,Disposition,,,,,,
120,"Performance, Companion: 20",Cases Resulting in Conviction,,Measures the percentage of [CohortStYr] cases filed in court that resulted in conviction.,There are many factors that could affect a county's results on this Measure. The data presented here are intended to show general patterns and to highlight areas that might need further investigation.,Number of [CohortStYr] cases that resulted in conviction divded by number of [CohortStYr] cases filed in court by the prosecutor.,Cases declined for prosecution; open cases or cases with unknown disposition at the time of data extraction; and cases transferred to another jurisdiction.,"(1,2,3)CA113: AVAILABLE",,,Percentage,PERCENTAGE,CaseDisposition,CaseDisposition=-999,CaseDisposition != -777 AND CaseDisposition != -888,"OK, INSUFFICIENT_DATA, MISSINGNESS, BIAS, CALCULATION",Prosecuted=1 AND CaseStatus=1 AND (CaseDisposition=4 OR CaseDisposition=5 OR CaseDisposition=6),Prosecuted=1 AND CaseStatus=1 ,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Conviction,Disposition,,TRUE,"Case,Cases",Convictions,Filed,"10,125,23"
907,"Performance, Companion: ",Felony Cases Referred to the Prosecutor Resulting in Diversion,,"Measures the percentage of [CohortStYr] felony cases that were referred to the prosecutor and diverted from traditional case processing, where the defendant did not have any convictions in that state within the prior three years.[21][14]",There are many factors that could affect a county's results on this Measure. The data presented here are intended to show general patterns and to highlight areas that might need further investigation.,Number of [CohortStYr]  cases with pretrial diversion that had only felony charges and involved defendants without convictions in that state in the prior three years divided by the number of [CohortStYr]  cases with only felony charges involving defendants without convictions in that state in the prior three years.[23],"Cases transferred to another jurisdiction; misdemeanors; cases involving defendants with convictions in the prior three years; and post-conviction diversions.


For Karpel: DUI, domestic violence, violations of orders of protection (where possible).","(1,2,3)CA113: AVAILABLE",,,Percentage,PERCENTAGE,DfrrlDvrsn,,,"OK, INSUFFICIENT_DATA, MISSINGNESS, BIAS, CALCULATION",Prosecuted>-1 AND TopFilingChrgFelMisd=1 AND PriorsFlag=0 AND DfrrlDvrsn=1 ,Prosecuted>-1 AND TopFilingChrgFelMisd=1 AND PriorsFlag=0 AND DfrrlDvrsn>-777,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Referral,Deferred Prosecution or Pretrial Diversion,Felony,TRUE,"Case,Cases",Felonies diverted,Felonies,10
908,"Performance, Companion: ",Violent Victimization of Persons of Color in Cases referred to the Prosecutor,,Measures the percentage of violent cases referred to the prosecutor's office involving victims of color.,There are many factors that could affect a county's results on this Measure. The data presented here are intended to show general patterns and to highlight areas that might need further investigation.,Number of violent cases referred to the prosecutor involving victims of color divided by the total number of violent cases referred to the prosecutor.,"Nonviolent cases, cases transferred to another jurisdiction.","(1,2,3)CA113: NOT_AVAILABLE_YET",,,Percentage,PERCENTAGE,,,,"OK, INSUFFICIENT_DATA, MISSINGNESS, BIAS, CALCULATION","Prosecuted>-777 AND AnyRfrrdChrgVlnt=1 AND
VctmRace>0",Prosecuted>-777 AND AnyRfrrdChrgVlnt=1 AND VctmRace>-777,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Referral,Referral,,TRUE,"Case, Cases",Violent cases,Referred to prosecutor,"900,901,909"
909,"Performance, Companion: ",Violent Victimization of White persons in Cases referred to the Prosecutor,,Measures the percentage of violent cases referred to the prosecutor's office involving white victims.,There are many factors that could affect a county's results on this Measure. The data presented here are intended to show general patterns and to highlight areas that might need further investigation.,Number of violent cases referred to the prosecutor involving white victims divided by the total number of violent cases referred to the prosecutor.,"Nonviolent cases, cases transferred to another jurisdiction.","(1,2,3)CA113: NOT_AVAILABLE_YET",,,Percentage,PERCENTAGE,,,,"OK, INSUFFICIENT_DATA, MISSINGNESS, BIAS, CALCULATION","Prosecuted>-777 AND AnyRfrrdChrgVlnt=1 AND
VctmRace=0",Prosecuted>-777 AND AnyRfrrdChrgVlnt=1 AND VctmRace>-777,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Referral,Referral,,TRUE,"Case, Cases",Violent cases,Referred to prosecutor,"900,901,908"
910,"Performance, Companion: ",Cases Dismissed by Prosecutor,,Measures the percentage of dismissed cases that were dismissed or nolle prosed by the prosecutor after charges had been filed.,There are many factors that could affect a county's results on this Measure. The data presented here are intended to show general patterns and to highlight areas that might need further investigation.,Number of cases dismissed or nolle prosed by the prosecutor after case filing divided by the number of total number of cases dismissed.,"Cases declined for prosecution, cases transferred to another jurisdiction, cases resulting in a diversion/deferral; cases resulting in conviction, cases resulting in an acquittal, open cases or cases with unknown disposition at the time of data extraction.","(1,2,3)CA113: AVAILABLE",,,Percentage,PERCENTAGE,DsmssdPrsctr,,,"OK, INSUFFICIENT_DATA, MISSINGNESS, BIAS, CALCULATION",Prosecuted=1 AND CaseStatus=1 AND CaseDisposition=1 AND DsmssdPrsctr=1,Prosecuted=1 AND CaseStatus=1 AND CaseDisposition=1 AND DsmssdPrsctr>-777,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Filing,Disposition,,TRUE,"Case, Cases",Cases dismissed by the prosecutor,Cases dismissed,"2, 23"
911,"Performance, Companion: ",Cases Dismissed by the Court,,Measures the percentage of dismissed cases that were dismissed by the court after charges had been filed.,There are many factors that could affect a county's results on this Measure. The data presented here are intended to show general patterns and to highlight areas that might need further investigation.,Number of cases dismissed by the court after case filing divided by the number of total number of cases dismissed.,"Cases declined for prosecution, cases transferred to another jurisdiction, cases resulting in conviction, cases resulting in an acquittal, open cases or cases with unknown disposition at the time of data extraction.","(1,2,3)CA113: AVAILABLE",,,Percentage,PERCENTAGE,DsmssdCrt,,,"OK, INSUFFICIENT_DATA, MISSINGNESS, BIAS, CALCULATION",Prosecuted=1 AND CaseStatus=1 AND CaseDisposition=1 AND DsmssdCrt=1,Prosecuted=1 AND CaseStatus=1 AND CaseDisposition=1 AND DsmssdCrt>-777,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Filing,Disposition,,TRUE,"Case, Cases",Cases dismissed by the court,Cases dismissed,"2, 23"
912,"Performance, Companion: ",Felony Cases Resolved within 365 Days,,Measures the percentage of felony cases that were resolved within 365 days of filing in court.,There are many factors that could affect a county's results on this Measure. The data presented here are intended to show general patterns and to highlight areas that might need further investigation.,Number of felony cases resolved within 365 days of case filing divided by total number of felony cases resolved.[44],"Misdemeanors, homicides, cases declined for prosecution, open cases or cases with unknown disposition at the time of data extraction, and cases transferred to another jurisdiction.","(1,2,3)CA113: AVAILABLE",,,Percentage,PERCENTAGE,DysFilingToClsr,,,"OK, INSUFFICIENT_DATA, MISSINGNESS, BIAS, CALCULATION",Prosecuted=1 AND CaseStatus=1 AND TopFilingChrgOffns>4 AND TopFilingChrgOffns<777 AND TopFilingChrgFelMisd=1 AND (DysFilingToClsr>-777 AND DysFilingToClsr<366),Prosecuted=1 AND CaseStatus=1 AND TopFilingChrgOffns>4 AND TopFilingChrgOffns<777 AND TopFilingChrgFelMisd=1 AND DysFilingToClsr>-777,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Filing,Disposition,Felony,TRUE,"Case,Cases",Resolved within 180 days,Resolved felony cases,"In [loc], [val]% of felony cases were resolved within 180 days of case filing."
913,"Performance, Companion: ",Time from Arraignment for Felonies,,Measures the median number of days from arraignment to disposition or sentencing in Felony Cases,There are many factors that could affect a county's results on this Measure. The data presented here are intended to show general patterns and to highlight areas that might need further investigation.,Middle point in the distribution of the number of days from arraignment to disposition or sentencing for felony cases.,"Misdemeanors, homicides, cases declined for prosecution, open cases or cases with unknown disposition at the time of data extraction, and cases transferred to another jurisdiction.","(1,2,3)CA113: AVAILABLE",,,Median,MEDIAN,DysArrgnmtToClsr,,,"OK, INSUFFICIENT_DATA, MISSINGNESS, BIAS, CALCULATION",,Prosecuted=1 AND CaseStatus=1 AND TopFilingChrgOffns>4 AND TopFilingChrgOffns<777 AND TopFilingChrgFelMisd=1 AND DysArrgnmtToClsr>-777,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Filing,Disposition,Felony,TRUE,"Day, Days",,,
914,"Performance, Companion: ",Time from Arraignment for Misdemeanors,,Measures the median number of days from arraignment to disposition or sentencing for misdemeanor cases.,There are many factors that could affect a county's results on this Measure. The data presented here are intended to show general patterns and to highlight areas that might need further investigation.,Middle point in the distribution of the number of days from arraignment to disposition or sentencing for misdemeanor cases.,"Felonies, cases declined for prosecution, open cases or cases with unknown disposition at the time of data extraction, and cases transferred to another jurisdiction.","(1,2,3)CA113: AVAILABLE",,,Median,MEDIAN,DysArrgnmtToClsr,,,"OK, INSUFFICIENT_DATA, MISSINGNESS, BIAS, CALCULATION",,Prosecuted=1 AND CaseStatus=1 AND TopFilingChrgFelMisd=0 AND DysArrgnmtToClsr>-777,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Filing,Disposition,Misdemeanor,,"Day, Days",,,
915,"Performance, Companion: ",Time to Disposition in Homicide Cases (filing),,Measures the median number of days from case filing to disposition or sentencing in Homicide Cases,There are many factors that could affect a county's results on this Measure. The data presented here are intended to show general patterns and to highlight areas that might need further investigation.,Middle point in the distribution of days from filing to disposition or sentencing in homicide cases,"Cases without a top charge of homicide, cases declined for prosecution, open cases or cases with unknown disposition at the time of data extraction; cases not resulting in conviction; and cases transferred to another jurisdiction.","(1,2,3)CA113: AVAILABLE",,,Median,MEDIAN,DysFilingToClsr,,,"OK, INSUFFICIENT_DATA, MISSINGNESS, BIAS, CALCULATION",,Prosecuted=1 AND CaseStatus=1 AND TopFilingChrgOffns=10 AND DysFilingToClsr>-777,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Filing,Disposition,,TRUE,"Day,Days",,,
